Inflight wifi service,Age,Flight Distance,Class,Online boarding,Checkin service,Loyal Customer,Seat comfort,Leg room service,Business Travel
1,65,646,1,4,1,1,4,1,1
1,40,241,1,1,4,1,1,5,1
3,41,158,1,3,3,1,5,2,0
4,45,3565,3,5,3,1,5,4,1
2,24,2176,1,2,2,1,5,3,0
1,30,1846,3,5,5,1,5,5,1
1,70,226,3,4,3,1,4,1,0
1,41,3636,3,5,5,1,4,4,1
1,35,442,1,1,3,1,3,1,0
3,37,255,1,2,1,0,1,4,1
4,43,2475,1,5,5,1,5,5,0
2,10,697,1,2,5,1,1,5,0
2,23,228,1,0,5,1,2,5,0
2,61,2378,3,3,1,1,4,2,1
1,30,481,3,2,2,1,1,1,1
4,58,372,3,4,3,0,5,3,1
3,14,377,1,3,5,1,1,5,0
3,51,3196,3,4,2,1,2,4,1
2,42,836,3,4,4,1,3,2,1
4,47,304,3,4,3,1,5,4,0
1,32,2278,3,1,2,1,1,5,1
3,25,373,1,3,4,0,1,5,1
3,39,1679,3,5,4,1,4,4,1
2,46,421,1,2,1,1,2,2,0
3,32,356,3,4,3,1,4,4,1
5,56,649,2,5,5,1,5,5,1
2,50,2173,3,1,2,1,3,2,1
5,47,588,1,1,5,1,4,5,1
5,51,1258,1,5,5,1,3,4,0
5,58,2473,3,5,4,1,5,5,1
1,39,2249,3,2,2,1,2,1,1
2,26,1135,1,2,2,0,4,2,1
1,31,151,1,1,1,1,1,4,1
1,36,529,1,1,1,0,1,1,1
0,44,1411,1,5,2,1,5,0,0
3,57,1947,1,3,5,1,2,2,0
3,32,3498,3,3,4,1,3,1,1
5,58,545,3,4,4,1,4,4,1
4,25,370,3,5,3,1,5,2,1
3,38,250,3,3,5,0,5,3,1
3,36,2194,3,4,2,1,1,4,1
5,38,180,2,5,5,1,5,2,1
3,24,1199,1,2,4,1,1,1,0
2,43,1666,3,5,4,1,5,4,1
5,46,1014,3,4,5,1,5,5,1
3,14,683,1,3,4,1,5,4,0
4,58,3365,3,2,2,1,2,5,1
5,51,1355,3,5,4,1,5,4,1
2,59,908,1,2,2,1,4,2,0
3,30,3239,3,4,4,1,3,1,1
3,42,710,3,3,4,0,2,5,1
4,15,1102,2,4,3,1,1,2,0
3,55,1352,1,5,5,1,4,3,0
3,58,1951,3,3,2,1,3,3,1
5,58,304,3,3,4,1,4,4,1
2,40,317,2,3,4,0,5,5,1
5,7,581,2,5,5,1,4,3,0
1,57,3575,3,5,3,1,5,4,1
3,65,406,1,4,5,1,5,3,0
5,42,728,1,5,5,1,5,4,1
3,21,843,1,3,2,0,4,3,1
3,32,3200,3,3,3,1,3,2,1
2,45,429,1,3,4,1,4,2,0
3,16,237,1,3,2,0,4,1,1
3,9,2978,3,3,3,1,3,3,1
1,77,404,3,4,4,0,4,1,1
2,27,192,1,2,1,0,2,1,1
3,26,353,1,3,3,0,2,1,1
5,44,484,3,5,4,1,1,2,1
4,11,2611,3,1,1,0,1,3,1
2,20,647,1,2,1,0,1,2,1
2,44,867,1,2,1,1,2,2,0
4,32,956,2,4,4,1,4,1,1
2,36,255,1,2,1,1,2,5,1
2,37,134,1,0,2,1,2,3,0
3,30,2901,3,5,3,1,5,4,1
3,69,90,3,1,1,1,2,3,0
3,23,689,1,4,3,0,4,3,1
4,24,762,3,4,4,1,5,4,1
5,10,669,3,5,5,0,1,3,1
1,30,1947,3,4,3,1,4,2,1
4,39,2521,3,4,3,0,1,4,1
1,34,2106,3,5,1,1,4,4,1
3,50,2347,3,5,4,1,4,5,1
4,67,3182,3,2,4,1,2,4,1
2,46,675,2,2,3,1,2,3,1
1,27,325,3,1,4,0,4,3,1
2,42,468,1,2,2,1,5,2,0
3,53,1790,3,4,4,1,4,4,1
3,43,2075,3,3,3,1,4,5,1
1,48,642,1,3,3,1,4,1,1
5,50,3795,3,4,2,1,2,4,1
4,46,249,1,1,3,1,5,4,1
4,44,594,2,4,1,1,4,1,1
5,29,3534,3,4,4,1,4,3,1
2,59,337,3,5,3,1,5,5,1
5,57,679,3,5,3,1,4,5,1
1,28,1332,1,1,1,0,3,5,1
1,27,528,3,1,3,0,3,5,1
2,41,563,1,2,3,1,2,5,0
1,47,874,3,5,3,1,5,5,1
5,64,281,1,5,2,1,4,2,1
4,20,438,1,4,4,0,5,4,1
3,22,853,1,3,3,1,4,3,0
2,54,2019,3,4,4,1,3,2,1
4,39,481,1,4,3,1,4,3,1
4,44,728,1,4,1,0,2,2,1
2,51,912,1,2,2,1,3,2,1
2,56,3240,3,4,4,1,5,4,1
4,27,928,1,4,4,1,5,3,0
3,40,1497,3,5,4,1,4,4,1
5,44,2891,3,4,4,1,4,5,1
2,72,237,1,3,3,0,3,3,1
3,43,262,1,1,2,1,3,3,1
3,47,1996,3,2,2,1,1,5,1
2,53,895,3,5,4,1,5,4,1
5,25,867,2,5,1,1,5,5,1
5,42,3301,3,4,5,1,4,5,1
4,19,190,1,4,1,1,4,1,1
3,42,1011,3,3,4,0,1,4,1
2,28,862,2,2,2,1,2,3,1
4,62,1034,1,4,4,1,4,5,1
2,29,957,3,2,4,0,2,4,1
0,62,1642,3,1,3,1,1,5,1
2,44,334,1,4,2,1,3,2,1
1,58,1797,3,4,1,1,3,1,1
3,46,316,3,4,5,1,4,4,1
4,57,910,3,4,5,1,4,3,1
1,50,1795,3,4,4,1,4,3,1
3,28,317,3,3,1,1,4,5,0
1,70,528,1,3,4,1,3,1,0
5,58,3952,3,5,4,1,5,5,1
2,63,589,2,4,1,1,4,2,0
2,35,1721,3,4,2,1,3,2,1
3,27,862,3,4,4,1,4,4,1
5,29,2075,3,5,5,0,3,4,1
4,29,1197,3,4,5,1,4,2,1
5,53,463,1,4,3,1,5,5,0
4,23,548,3,5,3,1,5,4,1
3,25,1008,1,3,2,0,2,5,1
2,26,1739,1,2,1,1,2,3,1
4,42,624,3,5,3,1,4,4,1
3,34,1709,2,3,2,1,3,3,1
3,51,1025,3,5,5,1,4,4,1
3,30,1744,3,3,4,0,1,2,1
2,54,2788,3,4,2,1,4,2,1
1,49,185,1,1,2,1,2,5,1
2,50,239,1,2,1,1,3,2,0
2,22,1013,3,2,1,1,2,5,1
3,35,872,1,2,4,0,2,5,1
3,45,2520,3,5,3,1,5,4,1
4,50,190,1,3,2,1,5,4,1
1,40,642,1,1,2,1,3,4,0
1,46,2367,1,4,5,1,4,1,0
5,57,570,3,5,3,1,5,4,1
3,46,404,3,5,5,1,4,4,1
1,52,1838,3,4,4,1,4,4,1
3,61,363,2,5,5,1,5,3,0
3,26,139,1,3,4,1,1,4,0
3,36,101,1,3,5,0,2,3,1
0,23,413,1,0,5,0,1,5,1
2,39,2486,3,1,1,1,5,4,1
4,23,528,1,4,4,0,4,4,1
4,60,1211,1,4,5,0,1,5,1
2,53,481,1,2,4,1,2,3,1
2,25,1750,2,2,3,0,2,3,1
2,67,551,3,3,3,1,2,2,0
2,47,1947,3,3,5,1,5,4,1
4,25,521,2,4,4,1,4,4,1
5,43,481,3,5,3,1,5,5,1
4,60,1205,3,4,5,1,5,4,1
2,43,3404,3,4,5,1,5,4,1
3,33,1924,3,5,1,1,5,4,1
4,47,363,1,2,4,1,5,4,1
3,38,402,1,3,2,1,3,2,1
2,44,146,3,4,2,1,3,2,1
1,27,737,1,1,2,0,1,2,1
3,37,419,2,3,2,1,1,2,0
2,11,922,1,2,5,1,3,2,0
3,45,3398,3,5,5,1,4,4,1
4,40,200,1,4,3,1,4,1,1
5,55,3413,3,3,1,1,3,4,1
3,28,895,1,3,5,1,3,4,0
2,20,305,3,2,2,0,4,1,1
5,49,964,3,5,5,0,5,4,1
3,50,127,1,3,4,0,5,5,1
1,69,531,2,5,3,1,4,1,0
4,57,337,3,2,4,1,3,4,1
4,52,2617,3,5,4,1,4,5,1
2,24,248,1,2,1,0,2,2,1
3,22,1235,1,3,3,1,4,5,0
2,33,1972,3,4,5,1,5,3,1
3,50,2475,3,3,4,1,5,5,1
3,40,1129,2,3,3,1,2,2,0
1,32,680,3,4,4,1,4,4,1
2,57,1020,1,4,1,1,2,2,0
1,62,192,1,3,3,1,3,1,1
2,63,448,3,4,3,1,5,5,1
3,38,1652,3,3,5,0,5,3,1
4,36,271,1,4,3,1,4,1,1
4,24,1182,1,5,3,0,2,3,1
1,30,1524,3,5,2,1,3,3,1
1,17,954,3,1,1,1,1,4,1
2,45,115,1,2,2,0,4,2,1
3,53,425,1,3,2,1,3,3,0
2,52,1620,1,2,3,1,2,5,1
2,32,204,1,2,3,1,2,2,1
4,18,2521,1,4,2,1,4,4,0
5,59,2635,3,5,5,1,5,5,1
1,57,2133,3,4,2,1,3,1,1
1,64,1010,3,1,1,1,1,3,1
2,80,436,2,3,4,1,3,2,1
1,61,599,1,3,3,1,4,1,0
2,60,1195,3,5,4,1,5,2,0
3,45,549,1,4,1,1,4,3,1
3,26,213,3,3,4,0,2,5,1
1,24,3780,3,1,2,1,1,1,1
2,58,967,3,4,4,1,5,3,1
5,27,786,3,3,4,1,3,2,1
4,14,102,1,4,5,1,3,4,0
2,14,214,1,2,4,1,3,2,0
3,26,1050,1,4,3,1,3,4,1
3,20,435,2,1,1,1,1,5,0
0,29,2342,3,1,3,0,4,5,1
2,39,1476,2,2,2,1,1,2,0
4,35,2304,1,4,5,1,4,2,1
3,15,1183,1,3,2,0,1,1,1
5,39,287,1,5,4,1,5,3,1
4,55,2426,3,5,4,1,4,4,1
5,28,1197,1,5,5,1,5,4,0
3,51,997,1,3,3,1,5,2,0
4,58,594,2,4,5,1,1,4,0
4,27,2000,3,5,4,1,3,2,1
2,34,1744,3,3,4,0,4,4,1
4,35,1009,3,4,4,0,3,4,1
3,15,737,1,2,3,1,2,3,0
4,26,528,3,4,5,0,2,3,1
4,23,399,1,4,1,1,1,3,1
3,62,296,1,3,1,0,5,1,1
5,29,414,3,5,4,0,1,3,1
3,33,128,1,3,2,0,1,5,1
3,25,345,3,2,5,0,1,3,1
2,38,327,1,2,3,1,4,3,0
3,34,821,1,3,1,0,4,2,1
2,34,1511,3,5,3,1,3,4,1
3,30,1522,3,3,3,0,5,3,1
1,28,2430,3,4,4,1,4,3,1
5,47,368,2,5,4,1,4,5,1
2,53,1121,1,5,3,1,4,2,0
2,45,168,3,2,3,0,3,4,1
3,49,862,1,3,3,1,3,4,0
1,33,618,2,5,2,1,2,4,0
4,39,460,1,4,5,1,3,2,0
2,29,1428,3,3,4,1,3,5,1
2,56,196,2,2,4,0,2,5,1
1,26,872,1,1,5,0,1,3,1
1,59,190,1,0,4,1,5,4,0
0,21,534,2,1,3,1,2,1,1
2,48,2513,3,5,5,1,5,5,1
0,23,602,1,0,4,0,5,2,1
2,40,1136,3,4,3,1,4,4,1
3,19,1771,1,3,2,1,3,1,0
3,39,1127,2,3,3,1,3,5,1
3,21,761,1,3,3,1,3,1,0
5,18,345,1,5,3,1,1,2,0
2,46,2382,3,4,3,1,4,5,1
2,45,1431,3,5,5,1,4,4,1
3,34,1074,3,5,1,1,1,4,1
1,33,259,1,1,2,1,2,5,0
2,22,229,3,2,4,0,2,4,1
3,60,1726,2,5,5,1,5,3,0
3,55,528,1,1,5,1,5,3,0
0,48,341,3,4,3,1,5,1,1
5,35,315,3,4,5,1,5,4,1
5,9,239,1,5,2,1,1,5,0
3,34,328,1,3,3,1,3,5,0
2,25,2906,3,5,1,1,5,5,1
3,23,1590,1,3,5,1,1,2,0
4,56,414,1,2,3,1,3,4,0
4,54,181,1,4,2,1,5,5,1
0,57,2195,3,5,3,1,4,2,1
2,7,460,1,2,4,1,1,5,0
2,65,397,2,2,1,1,2,1,1
3,46,1235,2,3,4,1,4,3,0
5,58,954,3,5,4,1,5,4,1
1,54,3630,3,5,4,1,4,5,1
3,59,1123,1,3,4,1,1,5,0
4,40,158,3,5,4,1,4,4,1
3,32,867,1,3,1,1,2,2,0
3,7,1076,3,3,4,1,3,5,1
1,53,399,1,1,3,1,2,3,0
2,61,1619,3,2,5,1,3,5,1
3,69,460,1,4,4,1,4,3,0
2,51,528,1,2,4,1,2,2,1
2,16,3104,3,5,5,1,5,3,1
3,44,3339,3,5,3,1,5,4,1
3,45,484,2,5,4,1,5,3,0
2,59,383,1,5,4,1,4,2,0
3,22,543,1,3,4,0,2,2,1
3,47,3425,3,3,2,1,3,3,1
4,50,3073,3,4,1,1,3,5,1
2,24,1096,1,2,4,1,1,3,1
2,46,867,1,2,3,1,5,5,0
1,22,2055,3,4,4,1,1,3,1
4,15,1541,3,4,1,1,4,3,1
5,53,1972,2,1,1,1,1,1,0
1,32,1009,1,1,4,1,4,4,0
1,42,1013,1,1,4,0,3,1,1
2,28,581,3,2,5,1,2,3,1
2,52,2202,3,5,3,1,5,4,1
3,54,3149,3,5,5,1,4,4,1
2,20,2065,1,2,4,1,3,2,0
5,18,872,3,4,2,1,4,3,0
2,19,666,1,2,4,1,4,3,0
4,64,607,1,4,3,1,3,2,0
3,69,895,3,3,4,1,3,3,0
1,54,2611,3,3,3,1,3,5,1
2,55,588,1,3,4,1,3,4,0
1,67,957,1,1,3,1,3,5,0
5,29,2471,3,4,4,1,4,5,1
5,24,726,3,5,4,1,5,5,1
1,55,199,3,1,2,1,2,3,1
5,45,842,3,5,5,0,5,5,1
2,24,1900,1,2,1,1,2,5,1
3,56,247,3,4,3,1,4,4,1
4,38,288,1,4,1,1,4,2,1
3,57,842,1,3,1,1,3,3,0
3,16,937,3,3,4,1,5,3,0
3,48,502,1,3,3,1,3,4,1
4,39,771,3,4,3,1,3,4,1
5,18,253,2,5,1,1,4,2,1
2,46,1185,1,5,1,1,1,2,0
1,25,1020,1,1,3,1,5,4,0
4,33,462,1,4,5,1,4,3,0
5,18,515,3,4,3,1,4,2,1
3,26,253,1,3,1,0,5,3,1
3,42,1972,3,3,3,1,4,4,1
3,20,533,1,3,2,0,4,3,1
4,31,123,1,4,1,1,4,3,1
2,24,680,3,5,5,1,5,3,1
2,39,296,1,1,3,1,5,2,0
2,44,2496,3,5,3,1,2,5,1
2,42,666,1,3,3,1,1,2,0
2,33,588,1,2,1,0,2,3,1
2,26,304,3,2,5,0,5,4,1
3,52,622,3,4,5,1,4,5,1
2,51,2617,3,4,4,1,4,2,1
4,16,4000,3,4,3,1,4,1,1
1,60,444,1,2,4,1,5,2,0
2,13,602,1,2,4,1,2,3,0
2,9,2425,1,2,5,1,2,3,0
2,19,2248,1,2,5,1,1,2,0
4,41,1065,2,4,1,1,4,4,1
0,29,1422,3,0,4,0,3,5,1
2,42,436,3,5,4,1,4,4,1
1,43,192,1,1,4,0,1,4,1
3,41,2231,3,4,5,1,4,4,1
3,35,1009,1,3,2,0,4,5,1
3,48,1452,1,2,2,1,4,3,0
2,20,449,1,2,4,1,1,3,0
3,59,280,1,4,5,1,4,5,0
3,55,1825,3,5,4,1,5,4,1
3,41,462,3,3,3,1,3,3,1
2,48,1235,1,2,5,1,1,5,0
1,68,786,2,3,4,1,4,1,1
3,36,1754,1,3,1,1,1,2,0
3,48,639,1,4,4,1,3,3,0
4,25,817,1,4,3,0,3,3,1
2,85,187,3,2,4,1,4,4,1
0,62,345,3,5,4,1,4,5,1
1,42,1506,1,1,4,1,1,1,1
0,22,203,1,0,4,0,2,5,1
4,56,541,1,4,4,1,4,4,1
4,10,224,1,4,3,1,2,4,0
2,49,846,1,2,4,1,4,4,0
2,14,984,1,2,1,0,4,4,1
4,56,766,1,3,1,1,5,4,1
2,7,409,1,2,4,1,5,5,0
1,71,3465,3,4,1,1,3,0,1
4,25,1481,3,5,4,1,5,3,1
2,40,683,3,2,5,0,2,4,1
2,15,453,1,2,1,0,4,5,1
5,48,1121,3,4,4,1,5,2,1
2,42,328,2,4,3,1,4,2,0
3,21,733,1,3,1,0,1,1,1
1,52,483,1,2,1,1,4,1,0
5,27,337,1,5,3,1,3,2,0
3,28,526,3,4,4,1,4,5,1
2,12,942,1,2,2,0,1,1,1
1,59,458,1,3,4,1,2,1,0
0,46,259,3,4,4,1,5,4,1
5,29,2365,3,4,4,1,4,3,1
3,70,928,1,3,4,1,2,4,0
4,14,212,1,4,3,1,2,3,0
3,47,728,2,3,4,1,3,3,1
1,46,744,3,4,3,1,1,4,1
3,61,964,1,5,4,1,4,3,0
3,22,476,1,3,5,0,1,2,1
2,48,708,1,2,5,0,2,5,1
4,31,547,2,4,1,1,4,4,0
3,17,289,2,3,3,1,4,3,0
3,48,1448,3,5,3,1,5,5,1
3,9,967,1,3,3,1,4,4,0
3,15,1773,1,3,1,1,3,1,0
4,13,1744,1,4,3,0,3,4,1
1,7,1565,1,1,4,1,3,2,0
4,48,749,3,4,4,0,2,5,1
2,55,181,1,0,5,1,5,4,0
2,27,954,3,4,5,1,4,4,1
2,48,550,1,5,4,1,5,2,0
3,63,337,2,3,3,1,3,3,1
3,59,201,1,3,2,1,3,4,0
2,38,416,1,2,2,1,3,2,0
3,47,371,3,2,1,1,4,4,1
3,46,2075,3,4,4,1,5,3,1
5,31,612,1,5,2,1,1,2,0
4,19,3979,3,4,3,1,4,5,1
4,24,187,1,4,2,0,1,5,1
5,37,156,1,5,1,1,5,3,1
4,39,3993,3,5,4,1,5,5,1
3,58,432,2,4,3,1,4,3,0
5,52,3097,3,5,3,1,4,5,1
2,7,723,3,3,1,1,2,3,1
2,52,241,3,3,4,1,2,2,1
2,54,2248,3,4,4,1,4,5,1
3,57,2056,3,3,2,1,1,5,1
1,30,1652,1,1,1,0,1,1,1
4,11,3130,3,4,4,1,4,5,1
5,50,370,1,1,1,1,2,3,0
2,36,944,2,2,3,1,4,4,0
3,18,173,1,5,5,1,5,4,0
5,39,495,3,5,3,1,4,5,1
2,38,765,1,2,1,0,4,5,1
2,19,1242,1,2,3,0,2,3,1
1,66,1744,1,1,5,1,3,4,0
3,8,678,1,3,2,0,4,1,1
3,27,846,1,3,3,1,3,5,0
2,29,533,1,2,3,0,1,3,1
2,9,2565,2,3,3,1,2,5,1
3,39,1609,3,5,5,1,4,4,1
4,28,1784,3,4,4,1,4,4,1
3,31,361,1,5,4,1,5,3,0
3,14,1171,1,4,4,1,4,5,0
3,48,1014,3,3,2,1,2,3,1
2,47,804,1,2,2,1,2,2,0
4,46,1754,1,4,4,1,4,4,0
1,31,3222,3,4,5,1,4,3,1
2,11,246,1,2,4,1,2,5,0
2,36,669,1,2,4,1,2,5,0
1,39,266,1,1,1,1,4,4,0
4,46,413,1,4,5,1,4,5,1
2,44,326,1,3,2,1,5,2,0
2,58,1190,3,4,3,1,3,2,1
1,13,337,1,1,3,1,3,2,0
4,23,946,3,5,4,1,4,3,1
2,38,109,1,2,1,0,4,5,1
3,42,3019,3,4,3,1,4,4,1
2,22,1744,3,5,4,1,4,5,1
1,26,1235,3,1,1,1,1,2,1
4,49,873,1,3,3,1,3,4,1
5,25,689,3,4,3,1,4,5,1
5,39,67,1,5,5,1,5,2,0
4,61,746,2,4,4,1,4,5,0
1,29,3604,3,2,5,1,2,5,1
2,16,802,1,2,2,0,5,4,1
2,69,119,1,5,4,1,3,2,0
2,52,2708,3,3,3,1,1,3,1
4,33,2151,3,4,5,1,4,2,1
4,63,248,1,4,5,1,1,5,0
1,26,1977,3,4,4,1,4,2,1
3,53,3574,3,5,3,1,4,4,1
2,9,1368,1,2,1,0,3,1,1
2,53,2489,3,5,3,1,1,4,1
5,60,353,2,5,5,1,4,5,1
2,28,1846,3,2,5,0,1,5,1
2,51,612,1,3,4,1,3,2,0
1,9,130,1,1,3,1,4,2,0
3,52,3984,3,5,3,1,4,4,1
5,24,110,3,5,5,0,5,2,1
4,54,2551,3,4,3,1,5,2,1
2,45,461,1,3,2,1,3,2,1
3,27,3693,3,3,2,1,3,2,1
3,25,809,1,3,1,1,3,2,0
4,22,621,1,4,4,1,2,3,0
4,22,235,2,4,3,1,5,5,0
4,50,3610,3,5,4,1,5,5,1
3,23,763,3,3,1,1,3,2,1
2,41,746,3,4,3,1,5,4,1
2,56,1136,1,3,1,1,5,2,0
2,48,2548,3,5,3,1,5,2,1
4,19,868,1,4,5,1,5,5,0
0,39,319,3,5,5,1,5,4,1
3,14,692,1,3,3,1,5,5,0
3,21,1977,3,5,5,1,5,4,1
3,46,1250,1,3,1,1,3,3,1
2,24,304,1,2,3,0,1,5,1
2,39,748,3,4,4,1,3,2,1
2,39,2588,3,4,4,1,4,5,1
3,32,359,1,3,5,1,2,4,0
0,22,533,3,0,5,0,3,4,1
1,48,139,1,2,2,1,2,3,0
4,36,1846,3,4,3,0,4,4,1
4,17,395,1,4,4,1,3,1,0
0,33,1024,2,0,5,1,5,2,1
1,23,282,1,1,2,0,4,1,1
3,29,689,1,3,3,1,5,5,0
1,63,2419,2,3,3,1,3,4,0
1,46,1739,1,3,1,1,2,1,1
1,43,946,3,1,1,1,5,5,1
2,34,1732,3,4,3,1,5,4,1
4,68,488,1,5,3,1,5,4,0
3,26,1044,1,3,2,0,2,4,1
3,39,639,1,2,4,1,2,4,0
2,51,313,2,3,1,1,3,2,1
5,56,346,1,5,2,1,3,5,1
2,41,580,3,4,3,1,4,4,1
2,30,3302,3,5,5,1,4,3,1
2,51,3105,3,2,2,1,2,3,1
3,30,2946,3,4,5,1,4,4,1
0,68,405,1,5,3,1,4,0,0
1,55,3850,3,5,3,1,4,4,1
4,59,432,1,3,1,1,3,4,1
4,28,1050,1,4,4,1,5,4,0
2,47,1200,1,4,4,1,4,1,0
1,55,383,2,4,4,1,3,1,1
2,34,624,1,2,2,1,5,2,0
2,12,728,1,2,1,1,4,5,0
5,45,1504,1,2,4,1,2,5,1
3,63,1235,3,4,3,1,3,3,1
4,19,200,3,1,1,1,4,1,1
4,62,383,2,4,3,1,4,4,1
3,66,164,3,5,5,1,4,3,0
2,65,258,1,4,5,1,3,2,0
4,24,933,1,4,5,1,4,5,0
2,42,3381,3,4,5,1,4,5,1
2,35,1086,3,4,3,1,4,5,1
4,69,1389,1,4,3,1,5,4,0
1,40,2555,3,2,1,1,2,5,1
1,19,2227,1,2,3,1,3,4,0
4,47,954,1,4,2,1,1,4,1
3,48,483,2,2,2,1,3,3,0
3,55,1739,3,2,2,1,3,3,1
0,58,296,2,0,3,1,3,2,0
3,48,325,3,4,4,1,4,5,1
2,24,622,1,2,4,1,3,2,0
3,18,308,3,3,5,1,1,2,0
3,15,2358,1,3,3,1,3,4,0
1,59,725,2,1,4,1,1,1,0
2,28,883,3,5,4,1,5,3,1
3,17,1276,1,3,4,0,2,2,1
5,57,1144,3,5,4,0,3,2,1
5,53,1185,1,5,4,1,5,4,1
3,66,977,3,4,3,1,4,3,0
1,64,290,1,4,2,1,3,1,0
3,38,2611,1,3,3,1,3,1,1
1,32,468,3,4,5,1,4,5,1
4,68,259,1,5,5,1,5,0,0
1,45,1823,3,4,4,1,4,5,1
2,19,862,1,2,3,1,1,2,0
4,64,731,1,3,3,1,3,2,0
2,40,626,1,2,4,1,5,2,0
1,33,836,1,1,5,1,4,2,0
4,40,1325,3,4,5,1,5,5,1
1,35,405,3,3,4,1,3,1,1
5,36,2203,3,3,2,1,5,3,1
0,30,240,1,0,3,1,3,4,1
5,19,491,3,4,2,1,4,2,1
2,37,2630,3,3,4,1,3,2,1
3,38,3522,3,5,4,1,4,4,1
3,53,2218,3,2,2,1,4,3,1
2,39,1075,1,2,5,1,1,5,0
3,26,78,1,3,1,1,2,2,0
5,57,3470,3,5,4,1,5,4,1
2,67,507,1,2,5,1,1,5,0
3,28,3409,3,3,3,1,3,3,1
1,38,224,3,1,4,0,4,3,1
5,37,373,3,5,1,1,4,4,1
3,27,733,3,4,4,1,4,5,1
0,30,399,1,0,5,1,3,4,1
3,39,213,3,2,5,1,2,5,1
5,19,2388,3,5,5,1,4,5,1
0,64,226,1,0,3,1,5,5,0
4,69,2583,1,4,2,1,2,5,0
1,33,812,1,1,4,1,1,1,0
4,51,1371,3,5,5,1,4,4,1
5,44,190,3,5,4,0,4,3,1
3,41,2903,3,3,2,1,2,3,1
1,26,862,1,3,3,0,3,3,1
4,46,331,1,5,1,1,2,4,1
0,31,591,1,0,4,1,4,1,1
2,22,2329,3,4,5,1,4,3,1
1,16,174,1,1,1,0,5,4,1
1,55,1171,1,3,3,1,4,1,0
4,53,3137,3,5,2,1,1,4,1
4,36,1635,3,4,5,0,4,5,1
4,30,1924,3,4,5,1,3,5,1
1,22,661,1,1,5,1,2,2,0
2,9,287,1,2,2,1,1,4,0
3,32,2246,3,4,3,1,4,3,1
1,55,3111,3,5,4,1,4,2,1
2,17,451,2,2,1,1,2,3,0
4,47,547,1,4,3,1,4,5,1
2,42,2475,1,2,1,0,1,4,1
3,22,1034,1,3,5,0,1,5,1
1,35,1620,3,5,5,1,4,4,1
3,39,577,1,3,3,1,2,3,0
2,44,306,1,2,2,0,1,3,1
2,42,399,3,4,1,1,5,4,1
3,60,1908,3,4,4,1,4,4,1
3,50,3926,3,5,3,1,5,5,1
2,57,304,1,4,5,1,4,2,0
2,19,455,2,2,4,1,2,5,0
1,30,1919,3,1,3,0,1,2,1
3,51,1190,3,3,1,1,3,3,1
1,50,657,1,1,1,0,3,4,1
2,24,384,1,2,4,0,2,3,1
2,55,125,3,4,3,1,4,4,1
2,54,83,1,2,3,0,3,3,1
1,69,2230,3,3,3,1,4,2,1
4,48,1709,1,3,3,1,2,4,1
5,18,649,3,5,5,0,3,2,1
4,67,460,1,4,2,1,4,4,0
4,37,2489,3,5,4,1,5,5,1
4,35,1744,1,3,4,1,4,2,0
3,52,3136,3,5,3,1,5,4,1
2,48,3375,3,5,3,1,5,5,1
3,28,577,3,3,5,1,1,5,0
2,12,134,1,2,5,1,1,4,0
3,60,3956,3,4,1,1,4,1,1
3,59,1741,3,4,4,1,4,5,1
5,19,460,1,3,3,1,2,2,0
5,29,190,3,4,3,0,1,5,1
3,30,67,1,3,2,0,4,1,1
4,29,1144,3,4,4,1,4,2,1
5,55,1199,3,5,3,1,5,2,1
2,43,1919,3,4,1,1,3,2,1
2,40,3194,3,4,5,1,4,4,1
2,55,102,2,4,2,1,2,2,1
3,39,594,3,5,4,1,5,4,1
2,58,2637,3,4,3,1,5,4,1
0,53,214,3,4,3,1,5,5,1
3,52,1212,3,5,3,1,4,5,1
5,23,558,1,5,2,0,3,4,1
1,41,210,3,4,5,1,5,4,1
4,45,362,1,4,2,1,4,1,1
3,54,404,1,3,3,1,1,5,0
1,22,2426,3,4,3,1,1,4,1
5,52,368,3,5,3,1,5,4,1
1,15,335,1,1,4,1,4,2,0
0,26,526,3,0,5,0,2,2,1
3,62,587,2,3,2,1,5,4,0
1,61,2535,3,3,3,1,5,4,1
2,54,862,1,2,1,1,2,1,1
2,14,143,1,0,3,1,5,3,0
1,27,308,1,0,1,0,1,2,1
4,57,2170,3,4,3,1,4,4,1
4,36,913,1,4,4,1,3,4,0
3,14,872,1,3,3,1,4,1,1
2,33,2083,3,3,4,1,4,2,1
3,43,945,2,3,2,1,5,5,0
2,14,212,1,2,1,1,1,2,0
5,35,173,1,5,2,1,5,4,1
5,57,106,1,5,3,1,4,5,0
4,40,1042,3,4,1,1,4,4,1
3,28,1021,1,3,2,1,3,5,1
4,52,3282,3,1,2,1,3,5,1
2,27,2434,3,2,3,1,2,2,1
2,57,2403,3,4,1,1,3,2,1
5,40,95,3,5,4,0,2,3,1
3,25,954,3,4,1,1,4,3,1
1,30,187,1,1,2,0,3,4,1
2,49,534,1,4,3,1,4,2,1
1,32,937,1,1,2,0,3,1,1
5,48,3605,3,4,4,1,5,4,1
3,43,2716,3,4,3,1,4,2,1
3,38,577,1,4,5,1,3,5,0
3,46,511,1,3,4,1,1,4,0
5,26,935,3,5,3,0,1,5,1
4,77,3883,3,1,1,1,4,3,1
4,13,965,1,4,3,1,5,2,0
1,33,562,1,1,1,1,4,5,0
1,65,495,1,1,4,1,1,5,0
